neighborhood,month,year,month_abbr,date,Income,SNAP,CPS,Free Store Foodbank,La Soupe,Whole Again,Childhood Food Solutions,NA,Charitable,total_covered
East Westwood,7,2019,Jul,2019-07-01,0.744960522,0.12199765,0.012372036,0,0,0,0,0,0,0.879330208
English Woods,7,2019,Jul,2019-07-01,0.633179512,0.134005163,0.011710422,0,0,0,0,0,0,0.778895097
Evanston,7,2019,Jul,2019-07-01,0.833913829,0.067846722,0.002989469,0,0,0,0,0,0,0.9047500199999999
Hartwell,7,2019,Jul,2019-07-01,0.916339072,0.043607853,0.003950024,0,0,0,0,0,0,0.963896949
Hyde Park,7,2019,Jul,2019-07-01,0.954528694,0.006893312,0.004375918,0,0,0,0,0,0,0.965797924
Kennedy Heights,7,2019,Jul,2019-07-01,0.909102727,0.04687219,0.004509027,0,0,0,0,0,0,0.960483944
Linwood,7,2019,Jul,2019-07-01,0.750871946,0.092985653,0.011951605,0,0,0,0,0,0,0.8558092039999999
Lower Price Hill,7,2019,Jul,2019-07-01,0.52970774,0.146508704,0.008769224,0,0,0,0,0,0,0.684985668
Madisonville,7,2019,Jul,2019-07-01,0.874742712,0.043353259,0.006539912,0,0,0,0,0,0,0.924635883
Millvale,7,2019,Jul,2019-07-01,0.571131307,0.179064173,0.013084823,0,0,0,0,0,0,0.763280303
Mt. Adams,7,2019,Jul,2019-07-01,0.971985466,0,2.84e-4,0,0,0,0,0,0,0.972269466
Mt. Airy,7,2019,Jul,2019-07-01,0.769444247,0.102057458,0.010680102,0,0,0,0,0,0,0.882181807
Mt. Auburn,7,2019,Jul,2019-07-01,0.844227446,0.064113692,0.00749236,0,0,0,0,0,0,0.9158334979999999
Mt. Lookout,7,2019,Jul,2019-07-01,0.972236101,0,0.001108479,0,0,0,0,0,0,0.97334458
Mt. Washington,7,2019,Jul,2019-07-01,0.892556094,0.060421966,0.003786261,0,0,0,0,0,0,0.9567643210000001
North Avondale - Paddock Hills,7,2019,Jul,2019-07-01,0.852837131,0.06235216,0.004575962,0,0,0,0,0,0,0.919765253
North Fairmount,7,2019,Jul,2019-07-01,0.633179512,0.134005163,0.011710422,0,0,0,0,0,0,0.778895097
Northside,7,2019,Jul,2019-07-01,0.88677349,0.068825002,0.005766941,0,0,0,0,0,0,0.961365433
Oakley,7,2019,Jul,2019-07-01,0.941124033,0.023608358,0.002979908,0,0,0,0,0,0,0.9677122990000001
Over-the-Rhine,7,2019,Jul,2019-07-01,0.812888983,0.131253767,0.004513441,0,0,0,0,0,0,0.948656191
Pendleton,7,2019,Jul,2019-07-01,0.824800105,0.097015393,0.007307459,0,0,0,0,0,0,0.9291229569999999
Pleasant Ridge,7,2019,Jul,2019-07-01,0.945230719,0.035388745,0.006518007,0,0,0,0,0,0,0.987137471
Queensgate,7,2019,Jul,2019-07-01,0.52970774,0.146508704,0.008769224,0,0,0,0,0,0,0.684985668
Riverside,7,2019,Jul,2019-07-01,0.85078079,0.078997095,0.005177332,0,0,0,0,0,0,0.934955217
Roselawn,7,2019,Jul,2019-07-01,0.733542471,0.110426439,0.009974186,0,0,0,0,0,0,0.8539430960000001
Sayler Park,7,2019,Jul,2019-07-01,0.870307156,0.041732977,0.008751921,0,0,0,0,0,0,0.920792054
Sedamsville,7,2019,Jul,2019-07-01,0.783156815,0.136525057,0.008515228,0,0,0,0,0,0,0.9281971
South Cumminsville,7,2019,Jul,2019-07-01,0.571131307,0.179064173,0.013084823,0,0,0,0,0,0,0.763280303
South Fairmount,7,2019,Jul,2019-07-01,0.704799795,0.14256532,0.008539187,0,0,0,0,0,0,0.855904302
Spring Grove Village,7,2019,Jul,2019-07-01,0.889740215,0.070851713,0.010092965,0,0,0,0,0,0,0.970684893
Villages at Roll Hill,7,2019,Jul,2019-07-01,0.410982508,0.215505069,0.011270173,0,0,0,0,0,0,0.63775775
Walnut Hills,7,2019,Jul,2019-07-01,0.7327332,0.208419412,0.003622994,0,0,0,0,0,0,0.944775606
West End,7,2019,Jul,2019-07-01,0.744639173,0.161164681,0.009591361,0,0,0,0,0,0,0.9153952150000001
West Price Hill,7,2019,Jul,2019-07-01,0.852876947,0.083277357,0.009444378,0,0,0,0,0,0,0.945598682
Westwood,7,2019,Jul,2019-07-01,0.84579064,0.082808519,0.008584931,0,0,0,0,0,0,0.93718409
Winton Hills,7,2019,Jul,2019-07-01,0.548176713,0.173760382,0.017700414,0,0,0,0,0,0,0.739637509
Avondale,7,2020,Jul,2020-07-01,0.698973421,0.241432381,0.009376033,0.050057947,0,0.002671475,0,0,0.052729422,1.002511257
Bond Hill,7,2020,Jul,2020-07-01,0.864866589,0.08594599,0.008959785,0.123350644,0,0.008748751,0,0,0.132099395,1.091871759
California,7,2020,Jul,2020-07-01,0.971241403,0,0.00114361,0,0,0,0,0,0,0.9723850129999999
Camp Washington,7,2020,Jul,2020-07-01,0.893005193,0.10044997,0.002499428,0.036287304,0,0.012449478,0,0,0.048736782,1.044691373
Carthage,7,2020,Jul,2020-07-01,0.806840928,0.111570391,0.013474852,0.051881216,0,0,0,0,0.051881216,0.9837673869999999
Clifton,7,2020,Jul,2020-07-01,0.875841693,0.035535315,0.002247865,0.006540896,0,0,0,0,0.006540896,0.9201657689999999
College Hill,7,2020,Jul,2020-07-01,0.842489456,0.092790795,0.008344999,0.019255796,0,0.002355781,0,0,0.021611577,0.965236827
Columbia Tusculum,7,2020,Jul,2020-07-01,0.962334613,0.018253677,6.74e-4,0,0,0,0,0,0,0.98126229
Corryville,7,2020,Jul,2020-07-01,0.705229009,0.031946684,9.64e-4,0.010660438,0,0,0,0,0.010660438,0.748800131
CUF,7,2020,Jul,2020-07-01,0.775875336,0.027161673,0.001089869,0.014274907,0,0,0,0,0.014274907,0.818401785
Downtown,7,2020,Jul,2020-07-01,0.908709516,0.115218179,4.75e-4,0,0,0.002881183,0,0,0.002881183,1.027283878
East End,7,2020,Jul,2020-07-01,0.935705267,0.059843127,0.00477031,0,0,0,0,0,0,1.0003187040000001
East Price Hill,7,2020,Jul,2020-07-01,0.802082883,0.181854331,0.009375373,0.040396561,0,0,0,0,0.040396561,1.033709148
East Walnut Hills,7,2020,Jul,2020-07-01,0.949114357,0.037893793,0.001636796,0.01979559,0,0,0,0,0.01979559,1.008440536
East Westwood,7,2020,Jul,2020-07-01,0.719523199,0.203553486,0.011893695,0,0,0,0,0,0,0.93497038
English Woods,7,2020,Jul,2020-07-01,0.721772965,0.173720752,0.010719321,0,0,0,0,0,0,0.906213038
Evanston,7,2020,Jul,2020-07-01,0.880456912,0.082139223,0.002294812,0.038834377,0,0,0,0,0.038834377,1.003725324
Hartwell,7,2020,Jul,2020-07-01,0.913793044,0.07703749,0.005835288,0.016729269,0,0,0,0,0.016729269,1.013395091
Hyde Park,7,2020,Jul,2020-07-01,0.953415044,0.008975559,0.004134085,0,0,0,0,0,0,0.966524688
Kennedy Heights,7,2020,Jul,2020-07-01,0.910703138,0.071142226,0.004768881,0.033211241,0,0.006768624,0,0,0.039979865,1.02659411
Linwood,7,2020,Jul,2020-07-01,0.962334613,0.018253677,0.005183302,0,0,0,0,0,0,0.985771592
Lower Price Hill,7,2020,Jul,2020-07-01,0.59529547,0.225530557,0.007602872,0.028472261,0,0,0,0,0.028472261,0.85690116
Madisonville,7,2020,Jul,2020-07-01,0.887632225,0.059561268,0.006056381,0.074284858,0,0,0,0,0.074284858,1.0275347320000001
Millvale,7,2020,Jul,2020-07-01,0.545278332,0.321269191,0.013583285,0.083938464,0,0.009898452,0,0,0.093836916,0.9739677239999999
Mt. Adams,7,2020,Jul,2020-07-01,0.968495181,0,3.86e-4,0,0,0,0,0,0,0.968881181
Mt. Airy,7,2020,Jul,2020-07-01,0.771281074,0.142269696,0.009962238,0.00399131,0,0.010059211,0,0,0.014050521,0.9375635290000001
Mt. Auburn,7,2020,Jul,2020-07-01,0.876137822,0.100324794,0.005200383,0.015514289,0,0,0,0,0.015514289,0.997177288
Mt. Lookout,7,2020,Jul,2020-07-01,0.969493974,0.005506678,0.001025262,0,0,0,0,0,0,0.976025914
Mt. Washington,7,2020,Jul,2020-07-01,0.908039547,0.096979125,0.003676433,0.019160032,0,0.002195175,0,0,0.021355207,1.0300503120000002
North Avondale - Paddock Hills,7,2020,Jul,2020-07-01,0.872082623,0.112019057,0.004748955,0.006918429,0,0,0,0,0.006918429,0.995769064
North Fairmount,7,2020,Jul,2020-07-01,0.721772965,0.173720752,0.010719321,0.006549559,0,0,0,0,0.006549559,0.912762597
Northside,7,2020,Jul,2020-07-01,0.900782894,0.097778784999999993,0.005632702,0.053398599,0,0,0,0,0.053398599,1.0575929800000001
Oakley,7,2020,Jul,2020-07-01,0.95188309,0.028191861,0.003335905,0.001307809,0,0,0,0,0.001307809,0.9847186650000002
Over-the-Rhine,7,2020,Jul,2020-07-01,0.865757332,0.186479361,0.003294137,0.475001621,0,0,0,0,0.475001621,1.530532451
Pendleton,7,2020,Jul,2020-07-01,0.880294889,0.103911614,0.006864165,0.015408986,0,0,0,0,0.015408986,1.006479654
Pleasant Ridge,7,2020,Jul,2020-07-01,0.916917317,0.08036786,0.007767044,0.005261207,0,0,0,0,0.005261207,1.010313428
Queensgate,7,2020,Jul,2020-07-01,0.59529547,0.225530557,0.007602872,0,0,0,0,0,0,0.828428899
Riverside,7,2020,Jul,2020-07-01,0.87063014,0.105096084,0.004631182,0,0,0,0,0,0,0.9803574060000001
Roselawn,7,2020,Jul,2020-07-01,0.731864272,0.171533325,0.008279265,0.281125091,0,0.003390428,0,0,0.284515519,1.196192381
Sayler Park,7,2020,Jul,2020-07-01,0.874458463,0.090570529,0.009204991,0.005215335,0,0,0,0,0.005215335,0.979449318
Sedamsville,7,2020,Jul,2020-07-01,0.865068649,0.137533026,0.007046693,0,0,0,0,0,0,1.009648368
South Cumminsville,7,2020,Jul,2020-07-01,0.545278332,0.321269191,0.013583285,0.200437769,0,0,0,0,0.200437769,1.0805685769999998
South Fairmount,7,2020,Jul,2020-07-01,0.745799126,0.196891516,0.006790005,0.006979815,0,0,0,0,0.006979815,0.956460462
Spring Grove Village,7,2020,Jul,2020-07-01,0.824591244,0.16078719,0.011001455,0,0,0,0,0,0,0.996379889
Villages at Roll Hill,7,2020,Jul,2020-07-01,0.414767959,0.355256532,0.0128951,0,0,0,0,0,0,0.7829195910000001
Walnut Hills,7,2020,Jul,2020-07-01,0.800911924,0.309463162,0.002732676,0.075600732,0,0.001607343,0,0,0.077208075,1.1903158369999998
West End,7,2020,Jul,2020-07-01,0.679860872,0.305575595,0.011512095,0.067001773,0,0.006188926,0,0,0.073190699,1.070139261
West Price Hill,7,2020,Jul,2020-07-01,0.843703751,0.142964142,0.01040969,0.007196487,0,0,0,0,0.007196487,1.00427407
Westwood,7,2020,Jul,2020-07-01,0.852091822,0.125410829,0.00844955,0.005892075,0,0,0,0,0.005892075,0.991844276
Winton Hills,7,2020,Jul,2020-07-01,0.611866919,0.34007343,0.013481763,0.084569754,0,0.005546196,0,0,0.09011595,1.055538062
Avondale,7,2021,Jul,2021-07-01,0.678530718,0.200305709,0.009157924,0.007494495,0.002758178,0.002374982,0,0,0.012627655,0.900622006
Bond Hill,7,2021,Jul,2021-07-01,0.873251239,0.072760948,0.00816191,0.073676724,0.002564554,0.00763713,0,0,0.083878408,1.038052505
California,7,2021,Jul,2021-07-01,0.974532007,0,0.0011007670000000001,0,0,0,0,0,0,0.9756327739999999
Camp Washington,7,2021,Jul,2021-07-01,0.894907014,0.112835149,0.002902322,0.011810714,0.007008825,0.005469715,0,0,0.024289254,1.0349337389999997
Carthage,7,2021,Jul,2021-07-01,0.817363415,0.141291947,0.01264269,0.056793168,0,0,0,0,0.056793168,1.0280912199999999
Clifton,7,2021,Jul,2021-07-01,0.869871483,0.036460122,0.002212758,0.001995744,5.01e-4,0,0,0,0.002496744,0.911041107
College Hill,7,2021,Jul,2021-07-01,0.812452927,0.091716451,0.008221763,0.013930305,7.67e-4,0.002093685,0,0,0.016790990000000002,0.929182131
Columbia Tusculum,7,2021,Jul,2021-07-01,0.96879115,0.022727703,6.23e-4,0,0,0,0,0,0,0.9921418530000001
Corryville,7,2021,Jul,2021-07-01,0.710637046,0.028440153,9.59e-4,0.02463021,0.001929209,0,0,0,0.026559419,0.7665956180000001
CUF,7,2021,Jul,2021-07-01,0.777781785,0.022983878,0.001311566,0.006805026,2.15e-4,0,0,0,0.0070200259999999995,0.809097255
Downtown,7,2021,Jul,2021-07-01,0.920791648,0.095396101,3.52e-4,0,0,0.009637385,0,0,0.009637385,1.0261771339999999
East End,7,2021,Jul,2021-07-01,0.96313056,0.070859268,0.0049935,0.019249969,0,0,0,0,0.019249969,1.0582332970000001
East Price Hill,7,2021,Jul,2021-07-01,0.752217016,0.158762237,0.008806707,0.010955796,0.001920436,0,0,0,0.012876232,0.932662192
East Walnut Hills,7,2021,Jul,2021-07-01,0.946580765,0.023226852,0.001867711,0.021121967,1.68e-4,0,0,0,0.021289967,0.992965295
East Westwood,7,2021,Jul,2021-07-01,0.726996982,0.224455734,0.011987925,0,0,0,0,0,0,0.9634406409999999
English Woods,7,2021,Jul,2021-07-01,0.728074357,0.140620412,0.00876957,0,0.009212845,0,0,0,0.009212845,0.886677184
Evanston,7,2021,Jul,2021-07-01,0.866051248,0.07562871,0.002275732,0.012983116,4.59e-4,0,0,0,0.013442115999999999,0.957397806
Hartwell,7,2021,Jul,2021-07-01,0.922572537,0.057840221,0.006300179,0.004667626,0,0,0,0,0.004667626,0.991380563
Hyde Park,7,2021,Jul,2021-07-01,0.950683326,0.005813132,0.003917748,0,4.25e-4,0,0,0,4.25e-4,0.9608392060000001
Kennedy Heights,7,2021,Jul,2021-07-01,0.863439283,0.057256789,0.004297663,0.015401274,0.001066312,0.00333258,0,0,0.019800166,0.9447939009999999
Linwood,7,2021,Jul,2021-07-01,0.96879115,0.022727703,0.004792198,0,0,0,0,0,0,0.9963110510000001
Lower Price Hill,7,2021,Jul,2021-07-01,0.566005899,0.213698399,0.007153247,0.012836359,0,0,0,0,0.012836359,0.799693904
Madisonville,7,2021,Jul,2021-07-01,0.863930384,0.059826238,0.0051100370000000004,0.009764327,0,0,0,0,0.009764327,0.938630986
Millvale,7,2021,Jul,2021-07-01,0.483970406,0.305956436,0.011526014,0.059251991,0,0.005928952,0,0,0.06518094299999999,0.866633799
Mt. Adams,7,2021,Jul,2021-07-01,0.947803977,0,4.58e-4,0,0,0,0,0,0,0.9482619769999999
Mt. Airy,7,2021,Jul,2021-07-01,0.744310778,0.136113044,0.009102912,0.00260896,0.001004333,0.004247092,0,0,0.007860385000000001,0.897387119
Mt. Auburn,7,2021,Jul,2021-07-01,0.860787614,0.114150895,0.005320245,0.01286361,0.001945586,0,0,0,0.014809196,0.9950679499999999
Mt. Lookout,7,2021,Jul,2021-07-01,0.969539695,0.006751967,9.63e-4,0,0,0,0,0,0,0.9772546620000001
Mt. Washington,7,2021,Jul,2021-07-01,0.909940127,0.076522512,0.003926767,0.00112443,0,4.64e-4,0,0,0.00158843,0.9919778360000001
North Avondale - Paddock Hills,7,2021,Jul,2021-07-01,0.880778935,0.083680582,0.004913286,0.001344732,0.001496983,0,0,0,0.002841715,0.972214518
North Fairmount,7,2021,Jul,2021-07-01,0.728074357,0.140620412,0.00876957,0.030212404000000002,0.00187825,0.007959487,0,0,0.040050141000000004,0.91751448
Northside,7,2021,Jul,2021-07-01,0.896129559,0.06625187,0.005488528,0.033256075,0.001616616,0,0,0,0.034872691000000004,1.002742648
Oakley,7,2021,Jul,2021-07-01,0.946221026,0.02526501,0.002913293,0,0,0,0,0,0,0.974399329
Over-the-Rhine,7,2021,Jul,2021-07-01,0.865310959,0.159614721,0.003224941,0.300143208,6.87e-4,0,0,0,0.300830208,1.328980829
Pendleton,7,2021,Jul,2021-07-01,0.892919279,0.071225802,0.00678539,0.011217837,0,0,0,0,0.011217837,0.9821483080000001
Pleasant Ridge,7,2021,Jul,2021-07-01,0.906729328,0.07331952,0.006065654,0.002276025,0,0,0,0,0.002276025,0.988390527
Queensgate,7,2021,Jul,2021-07-01,0.566005899,0.213698399,0.007153247,0.311006852,0.010409449,0,0,0,0.321416301,1.108273846
Riverside,7,2021,Jul,2021-07-01,0.823390031,0.129016261,0.005043403,0,0,0,0,0,0,0.9574496949999999
Roselawn,7,2021,Jul,2021-07-01,0.749102912,0.13187608,0.007617097,0.024087014,0,0.003305354,0,0,0.027392368,0.915988457
Sayler Park,7,2021,Jul,2021-07-01,0.836237043,0.095479788,0.009016828,2.79e-4,0,0,0,0,2.79e-4,0.9410126590000001
Sedamsville,7,2021,Jul,2021-07-01,0.785877964,0.098986849,0.007556975,0,0,0,0,0,0,0.8924217879999999
South Cumminsville,7,2021,Jul,2021-07-01,0.483970406,0.305956436,0.011526014,0.03784334,0,0,0,0,0.03784334,0.839296196
South Fairmount,7,2021,Jul,2021-07-01,0.72152678,0.21850515,0.007334791,0.009454371,0,0,0,0,0.009454371,0.9568210920000001
Spring Grove Village,7,2021,Jul,2021-07-01,0.829347783,0.135079346,0.009082474,0,0,0,0,0,0,0.9735096029999999
Villages at Roll Hill,7,2021,Jul,2021-07-01,0.394923892,0.346716456,0.014900634,0,0.003291854,0,0,0,0.003291854,0.759832836
Walnut Hills,7,2021,Jul,2021-07-01,0.781163163,0.286053048,0.002293321,0.009406411,0.015114691,0.002287208,0,0,0.02680831,1.096317842
West End,7,2021,Jul,2021-07-01,0.676673033,0.290879833,0.011347072,0.058669941,0.001366959,0.001208052,0,0,0.061244952000000005,1.0401448899999999
West Price Hill,7,2021,Jul,2021-07-01,0.832467257,0.122556499,0.010202149,0.001366131,0,0,0,0,0.001366131,0.9665920360000001
Westwood,7,2021,Jul,2021-07-01,0.822624938,0.123664572,0.007994595,0.002918881,4.25e-4,1.96e-4,0,0,0.003539881,0.9578239860000001
Winton Hills,7,2021,Jul,2021-07-01,0.569889451,0.289710609,0.012981812,0.079678326,0,0,0,0,0.079678326,0.9522601980000001
Avondale,7,2022,Jul,2022-07-01,0.694930165,0.192494002,0.00825062,0.009233636,0.005386711,0,0,0,0.014620346999999999,0.9102951340000001
Bond Hill,7,2022,Jul,2022-07-01,0.87218786,0.081928979,0.008422423,0.090446063,0.004129217,0,0,0,0.09457528,1.0571145419999999
California,7,2022,Jul,2022-07-01,0.969823325,0.010637916,0.00115534,0,0,0,0,0,0,0.9816165809999999
Camp Washington,7,2022,Jul,2022-07-01,0.890950178,0.112993445,0.002981979,0.016697924,0.012347063,0,0,0,0.029044987,1.0359705890000002
Carthage,7,2022,Jul,2022-07-01,0.788875868,0.109990115,0.011458102,0.013939325,0,0,0,0,0.013939325,0.9242634099999999
Clifton,7,2022,Jul,2022-07-01,0.874502336,0.044263162,0.001478026,0.00474679,0.001173036,0,0,0,0.0059198259999999996,0.92616335
College Hill,7,2022,Jul,2022-07-01,0.814161088,0.093991326,0.00740157,0.002907875,0.002328517,0,0,0,0.0052363919999999994,0.920790376
Columbia Tusculum,7,2022,Jul,2022-07-01,0.970432783,0.024590565000000002,5.28e-4,0,0,0,0,0,0,0.995551348
Corryville,7,2022,Jul,2022-07-01,0.659210439,0.019147019,9.93e-4,0.030330763,0.012038734,0,0,0,0.042369497,0.7217199550000001
CUF,7,2022,Jul,2022-07-01,0.782351093,0.019240887,0.001191342,0.00671753,0,0,0,0,0.00671753,0.8095008520000001
Downtown,7,2022,Jul,2022-07-01,0.935130184,0.044471822,4.33e-4,0.00317874,0,0,0,0,0.00317874,0.983213746
East End,7,2022,Jul,2022-07-01,0.945563808,0.062364254,0.003537108,0,0,0,0,0,0,1.01146517
East Price Hill,7,2022,Jul,2022-07-01,0.726795903,0.13789301,0.009734603,0.008931278,0.003758169,0,0,0,0.012689447000000001,0.8871129629999999
East Walnut Hills,7,2022,Jul,2022-07-01,0.91486137,0.027233485,0.003100649,0.020583617,0,0,0,0,0.020583617,0.965779121
East Westwood,7,2022,Jul,2022-07-01,0.701165518,0.201377791,0.010745432,0,0,0,0,0,0,0.913288741
English Woods,7,2022,Jul,2022-07-01,0.715413057,0.162479926,0.006779408,0,0.02001248,0,0,0,0.02001248,0.904684871
Evanston,7,2022,Jul,2022-07-01,0.872337359,0.057325709,0.002033908,0.005548973,0.001568152,0,0,0,0.007117124999999999,0.938814101
Hartwell,7,2022,Jul,2022-07-01,0.92163354,0.057945909,0.005312078,0.002122011,2.29e-4,0,0,0,0.002351011,0.987242538
Hyde Park,7,2022,Jul,2022-07-01,0.942952733,0.008422273,0.003584198,3.6e-4,0,0,0,0,3.6e-4,0.955319204
Kennedy Heights,7,2022,Jul,2022-07-01,0.829450912,0.081453807,0.004033285,0.00931302,0.003546973,0,0,0,0.012859993,0.927797997
Linwood,7,2022,Jul,2022-07-01,0.970432783,0.024590565000000002,0.004065376,0,0,0,0,0,0,0.999088724
Lower Price Hill,7,2022,Jul,2022-07-01,0.522975767,0.252431017,0.007175887,0.023766174,0.015733861,0,0,0,0.039500035,0.8220827060000001
Madisonville,7,2022,Jul,2022-07-01,0.848567082,0.061173548,0.004542152,0.006407823,0,0,0,0,0.006407823,0.9206906049999999
Millvale,7,2022,Jul,2022-07-01,0.480499996,0.283751559,0.014210985,0.06284932,0,0,0,0,0.06284932,0.8413118599999999
Mt. Adams,7,2022,Jul,2022-07-01,0.942416192,0,3.43e-4,0,0.005524687,0,0,0,0.005524687,0.948283879
Mt. Airy,7,2022,Jul,2022-07-01,0.715363396,0.135417494,0.008918951,0.001704245,5.3e-4,0,0,0,0.002234245,0.861934086
Mt. Auburn,7,2022,Jul,2022-07-01,0.840745152,0.097405027,0.005077646,0.014631176,0.006758996,0,0,0,0.021390172,0.9646179970000001
Mt. Lookout,7,2022,Jul,2022-07-01,0.97318628,0.007277779,9.1e-4,0,0,0,0,0,0,0.981374059
Mt. Washington,7,2022,Jul,2022-07-01,0.903437455,0.063249049,0.003808021,0.030057875,2.33e-4,0,0,0,0.030290875000000002,1.0007853999999998
North Avondale - Paddock Hills,7,2022,Jul,2022-07-01,0.876485877,0.088247199,0.005297252,1.12e-4,0.004557935,0,0,0,0.004669935,0.974700263
North Fairmount,7,2022,Jul,2022-07-01,0.715413057,0.162479926,0.006779408,0.040783883,0.00539187,0,0,0,0.046175753,0.9308481439999999
Northside,7,2022,Jul,2022-07-01,0.901523151,0.060118549,0.004400472,0.032214003,0.002897981,0,0,0,0.035111984,1.0011541560000001
Oakley,7,2022,Jul,2022-07-01,0.943918119,0.01432212,0.002418495,3.74e-4,1.13e-4,0,0,0,4.8699999999999997e-4,0.961145734
Over-the-Rhine,7,2022,Jul,2022-07-01,0.877009992,0.139254812,0.002848826,0.279823942,0.002632574,0,0,0,0.282456516,1.301570146
Pendleton,7,2022,Jul,2022-07-01,0.901892925,0.075365973,0.007367583,0.006549753,0,0,0,0,0.006549753,0.991176234
Pleasant Ridge,7,2022,Jul,2022-07-01,0.889035548,0.085167166,0.006305751,0,0,0,0,0,0,0.9805084649999999
Queensgate,7,2022,Jul,2022-07-01,0.522975767,0.252431017,0.007175887,0.454689955,0.025640651,0,0,0,0.480330606,1.262913277
Riverside,7,2022,Jul,2022-07-01,0.826848745,0.099654258,0.005559711,0,0,0,0,0,0,0.9320627140000001
Roselawn,7,2022,Jul,2022-07-01,0.713087114,0.140254935,0.009012296,0.006185091,6.99e-4,0,0,0,0.006884091,0.869238436
Sayler Park,7,2022,Jul,2022-07-01,0.863933457,0.080241625,0.008325738,4.4e-4,0,0,0,0,4.4e-4,0.95294082
Sedamsville,7,2022,Jul,2022-07-01,0.749065532,0.141087079,0.007037713,0,0,0,0,0,0,0.897190324
South Cumminsville,7,2022,Jul,2022-07-01,0.480499996,0.283751559,0.014210985,0.033746678,0,0,0,0,0.033746678,0.8122092179999999
South Fairmount,7,2022,Jul,2022-07-01,0.71639905,0.174281898,0.007479985,0.00169995,0,0,0,0,0.00169995,0.899860883
Spring Grove Village,7,2022,Jul,2022-07-01,0.785383199,0.126094092,0.008686428,0.003675651,0,0,0,0,0.003675651,0.9238393699999999
Villages at Roll Hill,7,2022,Jul,2022-07-01,0.374114857,0.30186187,0.016166407,0,0.001532212,0,0,0,0.001532212,0.693675346
Walnut Hills,7,2022,Jul,2022-07-01,0.785698697,0.242485902,0.002665015,0.017026259,0.03005575,0,0,0,0.047082008999999994,1.077931623
West End,7,2022,Jul,2022-07-01,0.69520919,0.267232966,0.00871014,0.108159295,0.007140081,0,0,0,0.11529937600000001,1.0864516720000001
West Price Hill,7,2022,Jul,2022-07-01,0.812839459,0.096568701,0.010424358,4.41e-4,0,0,0,0,4.41e-4,0.920273518
Westwood,7,2022,Jul,2022-07-01,0.823155214,0.12024087,0.007166405,0.001691113,5.41e-5,0,0,0,0.001745213,0.9523077019999999
Winton Hills,7,2022,Jul,2022-07-01,0.547076392,0.249709119,0.014819281,0.040396873,0,0,0,0,0.040396873,0.852001665
Avondale,7,2023,Jul,2023-07-01,0.683861653,0.135898713,0.00825062,0.022335452,0.003132558,0,0.008430962,3.32e-4,0.033898972,0.861909958
Bond Hill,7,2023,Jul,2023-07-01,0.864453432,0.057840985,0.008422423,0.124140859,0.001544583,0,0,6.18e-4,0.125685442,1.056402282
California,7,2023,Jul,2023-07-01,0.96915549,0.007510255,0.00115534,0,0,0,0,0,0,0.977821085
Camp Washington,7,2023,Jul,2023-07-01,0.88539748,0.079772167,0.002981979,0.024117799999999998,0,0,0,0,0.024117799999999998,0.9922694259999999
Carthage,7,2023,Jul,2023-07-01,0.773966794,0.077651848,0.011458102,0.021661413,0,0,0,0,0.021661413,0.884738157
Clifton,7,2023,Jul,2023-07-01,0.868409013,0.031249321,0.001478026,0.001970437,8.4e-4,0,0,0,0.002810437,0.903946797
College Hill,7,2023,Jul,2023-07-01,0.807258493,0.066356874,0.00740157,0.002764244,9.78e-4,0,0,4.22e-5,0.0037422439999999996,0.884759181
Columbia Tusculum,7,2023,Jul,2023-07-01,0.96809139,0.017360676,5.28e-4,0,0,0,0,0,0,0.985980066
Corryville,7,2023,Jul,2023-07-01,0.645775539,0.013517591,9.93e-4,0.019819675,0.002512004,0,0,0,0.022331679,0.682617809
CUF,7,2023,Jul,2023-07-01,0.771508858,0.013583861,0.001191342,0.007465692,3.64e-5,0,0,0,0.007502092,0.793786153
Downtown,7,2023,Jul,2023-07-01,0.93080846800000006,0.031396632,4.33e-4,0.001232553,0,0,0,1.68e-4,0.001232553,0.9638706530000001
East End,7,2023,Jul,2023-07-01,0.94175517500000006,0.044028498,0.003537108,0,0,0,0,0,0,0.989320781
East Price Hill,7,2023,Jul,2023-07-01,0.716519793,0.097350994,0.009734603,0.019776418,0.001523433,0,0,3.45e-4,0.021299851,0.844905241
East Walnut Hills,7,2023,Jul,2023-07-01,0.91038765,0.01922655,0.003100649,0.023094232,0.002036855,0,0,0,0.025131087,0.9578459359999999
East Westwood,7,2023,Jul,2023-07-01,0.688027338,0.142170573,0.010745432,0,0,0,0,0,0,0.8409433430000001
English Woods,7,2023,Jul,2023-07-01,0.702079112,0.114709095,0.006779408,0,0.009237936,0,0,0,0.009237936,0.832805551
Evanston,7,2023,Jul,2023-07-01,0.86462066,0.040471339,0.002033908,0.012640496,7.82e-4,0,0,0,0.013422495999999999,0.9205484030000001
Hartwell,7,2023,Jul,2023-07-01,0.909739386,0.040909194,0.005312078,0.012130267,8.21e-5,0,0,2.59e-4,0.012212367,0.968173025
Hyde Park,7,2023,Jul,2023-07-01,0.938531142,0.005946035,0.003584198,0,0,0,0,0,0,0.948061375
Kennedy Heights,7,2023,Jul,2023-07-01,0.824012837,0.057505519,0.004033285,0.014485825,0.002083324,0,0,0,0.016569149000000002,0.90212079
Linwood,7,2023,Jul,2023-07-01,0.96809139,0.017360676,0.004065376,0,0,0,0,0,0,0.989517442
